requestMonth,kaptCode,heat,hheat,waterHot,hwaterHot,gas,hgas,elect,helect,waterCool,hwaterCool
199912,A13383301,0,0,0,0,0,0,0,0,0,0
200001,A13383301,0,0,0,0,0,0,0,0,0,0
200002,A13383301,0,0,0,0,0,0,0,0,0,0
200003,A13383301,0,0,0,0,0,0,0,0,0,0
200004,A13383301,0,0,0,0,0,0,0,0,0,0
200005,A13383301,0,0,0,0,0,0,0,0,0,0
200006,A13383301,0,0,0,0,0,0,0,0,0,0
200007,A13383301,0,0,0,0,0,0,0,0,0,0
200008,A13383301,0,0,0,0,0,0,0,0,0,0
200009,A13383301,0,0,0,0,0,0,0,0,0,0
200010,A13383301,0,0,0,0,0,0,0,0,0,0
200011,A13383301,0,0,0,0,0,0,0,0,0,0
200012,A13383301,0,0,0,0,0,0,0,0,0,0
200101,A13383301,0,0,0,0,0,0,0,0,0,0
200102,A13383301,0,0,0,0,0,0,0,0,0,0
200103,A13383301,0,0,0,0,0,0,0,0,0,0
200104,A13383301,0,0,0,0,0,0,0,0,0,0
200105,A13383301,0,0,0,0,0,0,0,0,0,0
200106,A13383301,0,0,0,0,0,0,0,0,0,0
200107,A13383301,0,0,0,0,0,0,0,0,0,0
200108,A13383301,0,0,0,0,0,0,0,0,0,0
200109,A13383301,0,0,0,0,0,0,0,0,0,0
200110,A13383301,0,0,0,0,0,0,0,0,0,0
200111,A13383301,0,0,0,0,0,0,0,0,0,0
200112,A13383301,0,0,0,0,0,0,0,0,0,0
200201,A13383301,0,0,0,0,0,0,0,0,0,0
200202,A13383301,0,0,0,0,0,0,0,0,0,0
200203,A13383301,0,0,0,0,0,0,0,0,0,0
200204,A13383301,0,0,0,0,0,0,0,0,0,0
200205,A13383301,0,0,0,0,0,0,0,0,0,0
200206,A13383301,0,0,0,0,0,0,0,0,0,0
200207,A13383301,0,0,0,0,0,0,0,0,0,0
200208,A13383301,0,0,0,0,0,0,0,0,0,0
200209,A13383301,0,0,0,0,0,0,0,0,0,0
200210,A13383301,0,0,0,0,0,0,0,0,0,0
200211,A13383301,0,0,0,0,0,0,0,0,0,0
200212,A13383301,0,0,0,0,0,0,0,0,0,0
200301,A13383301,0,0,0,0,0,0,0,0,0,0
200302,A13383301,0,0,0,0,0,0,0,0,0,0
200303,A13383301,0,0,0,0,0,0,0,0,0,0
200304,A13383301,0,0,0,0,0,0,0,0,0,0
200305,A13383301,0,0,0,0,0,0,0,0,0,0
200306,A13383301,0,0,0,0,0,0,0,0,0,0
200307,A13383301,0,0,0,0,0,0,0,0,0,0
200308,A13383301,0,0,0,0,0,0,0,0,0,0
200309,A13383301,0,0,0,0,0,0,0,0,0,0
200310,A13383301,0,0,0,0,0,0,0,0,0,0
200311,A13383301,0,0,0,0,0,0,0,0,0,0
200312,A13383301,0,0,0,0,0,0,0,0,0,0
200401,A13383301,0,0,0,0,0,0,0,0,0,0
200402,A13383301,0,0,0,0,0,0,0,0,0,0
200403,A13383301,0,0,0,0,0,0,0,0,0,0
200404,A13383301,0,0,0,0,0,0,0,0,0,0
200405,A13383301,0,0,0,0,0,0,0,0,0,0
200406,A13383301,0,0,0,0,0,0,0,0,0,0
200407,A13383301,0,0,0,0,0,0,0,0,0,0
200408,A13383301,0,0,0,0,0,0,0,0,0,0
200409,A13383301,0,0,0,0,0,0,0,0,0,0
200410,A13383301,0,0,0,0,0,0,0,0,0,0
200411,A13383301,0,0,0,0,0,0,0,0,0,0
200412,A13383301,0,0,0,0,0,0,0,0,0,0
200501,A13383301,0,0,0,0,0,0,0,0,0,0
200502,A13383301,0,0,0,0,0,0,0,0,0,0
200503,A13383301,0,0,0,0,0,0,0,0,0,0
200504,A13383301,0,0,0,0,0,0,0,0,0,0
200505,A13383301,0,0,0,0,0,0,0,0,0,0
200506,A13383301,0,0,0,0,0,0,0,0,0,0
200507,A13383301,0,0,0,0,0,0,0,0,0,0
200508,A13383301,0,0,0,0,0,0,0,0,0,0
200509,A13383301,0,0,0,0,0,0,0,0,0,0
200510,A13383301,0,0,0,0,0,0,0,0,0,0
200511,A13383301,0,0,0,0,0,0,0,0,0,0
200512,A13383301,0,0,0,0,0,0,0,0,0,0
200601,A13383301,0,0,0,0,0,0,0,0,0,0
200602,A13383301,0,0,0,0,0,0,0,0,0,0
200603,A13383301,0,0,0,0,0,0,0,0,0,0
200604,A13383301,0,0,0,0,0,0,0,0,0,0
200605,A13383301,0,0,0,0,0,0,0,0,0,0
200606,A13383301,0,0,0,0,0,0,0,0,0,0
200607,A13383301,0,0,0,0,0,0,0,0,0,0
200608,A13383301,0,0,0,0,0,0,0,0,0,0
200609,A13383301,0,0,0,0,0,0,0,0,0,0
200610,A13383301,0,0,0,0,0,0,0,0,0,0
200611,A13383301,0,0,0,0,0,0,0,0,0,0
200612,A13383301,0,0,0,0,0,0,0,0,0,0
200701,A13383301,0,0,0,0,0,0,0,0,0,0
200702,A13383301,0,0,0,0,0,0,0,0,0,0
200703,A13383301,0,0,0,0,0,0,0,0,0,0
200704,A13383301,0,0,0,0,0,0,0,0,0,0
200705,A13383301,0,0,0,0,0,0,0,0,0,0
200706,A13383301,0,0,0,0,0,0,0,0,0,0
200707,A13383301,0,0,0,0,0,0,0,0,0,0
200708,A13383301,0,0,0,0,0,0,0,0,0,0
200709,A13383301,0,0,0,0,0,0,0,0,0,0
200710,A13383301,0,0,0,0,0,0,0,0,0,0
200711,A13383301,0,0,0,0,0,0,0,0,0,0
200712,A13383301,0,0,0,0,0,0,0,0,0,0
200801,A13383301,0,0,0,0,0,0,0,0,0,0
200802,A13383301,0,0,0,0,0,0,0,0,0,0
200803,A13383301,0,0,0,0,0,0,0,0,0,0
200804,A13383301,0,0,0,0,0,0,0,0,0,0
200805,A13383301,0,0,0,0,0,0,0,0,0,0
200806,A13383301,0,0,0,0,0,0,0,0,0,0
200807,A13383301,0,0,0,0,0,0,0,0,0,0
200808,A13383301,0,0,0,0,0,0,0,0,0,0
200809,A13383301,0,0,0,0,0,0,0,0,0,0
200810,A13383301,0,0,0,0,0,0,0,0,0,0
200811,A13383301,0,0,0,0,0,0,0,0,0,0
200812,A13383301,0,0,0,0,0,0,0,0,0,0
200901,A13383301,0,0,0,0,0,0,0,0,0,0
200902,A13383301,0,0,0,0,0,0,0,0,0,0
200903,A13383301,0,0,0,0,0,0,0,0,0,0
200904,A13383301,0,0,0,0,0,0,0,0,0,0
200905,A13383301,0,0,0,0,0,0,0,0,0,0
200906,A13383301,0,0,0,0,0,0,0,0,0,0
200907,A13383301,0,0,0,0,0,0,0,0,0,0
200908,A13383301,0,0,0,0,0,0,0,0,0,0
200909,A13383301,0,0,0,0,0,0,0,0,0,0
200910,A13383301,0,0,0,0,0,0,0,0,0,0
200911,A13383301,0,0,0,0,0,0,0,0,0,0
200912,A13383301,0,0,0,0,0,0,0,0,0,0
201001,A13383301,0,0,0,0,0,0,0,0,0,0
201002,A13383301,0,0,0,0,0,0,0,0,0,0
201003,A13383301,0,0,0,0,0,0,0,0,0,0
201004,A13383301,0,0,0,0,0,0,0,0,0,0
201005,A13383301,0,0,0,0,0,0,12132290,0,2714830,0
201006,A13383301,0,0,0,0,0,0,11216060,0,2520370,0
201007,A13383301,0,0,0,0,0,0,19464320,0,2920510,0
201008,A13383301,0,0,0,0,0,0,14820370,0,2836560,0
201009,A13383301,0,0,0,0,0,0,11239320,0,2901890,0
201010,A13383301,0,0,0,0,0,0,12223750,0,2452600,0
201011,A13383301,0,0,0,0,0,0,12968300,0,2706740,0
201012,A13383301,0,0,0,0,0,0,12968300,0,2706740,0
201101,A13383301,0,0,0,0,0,0,14739980,0,2736410,0
201102,A13383301,0,0,0,0,0,0,14766220,0,2707020,0
201103,A13383301,0,0,0,0,0,0,11317010,0,2549260,0
201104,A13383301,0,0,0,0,0,0,12214880,0,2542950,0
201105,A13383301,0,0,0,0,0,0,11703590,0,2809560,0
201106,A13383301,0,0,0,0,0,0,11163050,0,2434230,0
201107,A13383301,0,0,0,0,0,0,12601740,0,2812200,0
201108,A13383301,0,0,0,0,0,0,17239260,0,2777040,0
201109,A13383301,0,0,0,0,0,0,13426500,0,2837630,0
201110,A13383301,0,0,0,0,0,0,11907010,0,2374890,0
201111,A13383301,0,0,0,0,0,0,11488630,0,2652500,0
201112,A13383301,0,0,0,0,0,0,13018490,0,2582110,0
201201,A13383301,0,0,0,0,0,0,15078660,0,2473760,0
201202,A13383301,0,0,0,0,0,0,14116310,0,2634630,0
201203,A13383301,0,0,0,0,0,0,12336380,0,2280750,0
201204,A13383301,0,0,0,0,0,0,13041920,0,2512740,0
201205,A13383301,0,0,0,0,0,0,11677030,0,2836000,0
201206,A13383301,0,0,0,0,0,0,13381100,0,2694030,0
201207,A13383301,0,0,0,0,0,0,22829990,0,3024440,0
201208,A13383301,0,0,0,0,0,0,14118160,0,2465540,0
201209,A13383301,0,0,0,0,0,0,10465070,0,2303770,0
201210,A13383301,0,0,0,0,0,0,10465070,0,2640910,0
201211,A13383301,0,0,0,0,0,0,12516010,0,2994990,0
201212,A13383301,0,0,0,0,0,0,14313700,0,2748900,0
201301,A13383301,0,0,0,0,0,0,14192560,0,2725290,0
201302,A13383301,0,0,0,0,0,0,15083030,0,2874290,0
201303,A13383301,0,0,0,0,0,0,11493980,0,2914960,0
201304,A13383301,0,0,0,0,0,0,12215240,0,2933100,0
201305,A13383301,0,0,0,0,0,0,12626490,0,2953520,0
201306,A13383301,0,0,0,0,0,0,12560720,0,3141830,0
201307,A13383301,0,0,0,0,0,0,19777690,0,3484200,0
201308,A13383301,0,0,0,0,0,0,19777690,0,3484200,0
201309,A13383301,0,0,0,0,0,0,14725820,0,2998850,0
201310,A13383301,0,0,0,0,0,0,10333740,0,2860310,0
201311,A13383301,0,0,0,0,0,0,11466540,0,3135520,0
201312,A13383301,0,0,0,0,0,0,13130000,0,2992580,0
201401,A13383301,0,0,0,0,0,0,13772810,60165,2929540,3680
